Tweet Text,label (annotator1),label (annotator2),label (annotator3)
"Wife Has Husband ARRESTED for Talking to Pretty Teen; 4 Days later, Wife Gets Biggest SHOCK Of Her Life>>>",,,
Kim Moo Sung: South Korea's Saenuri Party: Take accountability and stop the illegal Dog meat indust... via @UKChange,,,
Sacramento Kings forward Rudy Gay will undergo surgery to repair a ruptured left Achilles tendon on Monday.,,,
#poll - How the hell does Quintorris become Julio? - Roy,,,
A reminder for every Nazi-punching fan: US police depts have long been infested w/ gun-bearing white supremacists.,,,
Tempos originating fm Vashali Metro run overloaded. Not only illegal but also dangerous. Pls start special drive against it.,,,
Cory Booker is a sorry attempt to repackage the Obama experience. The man was for increasing the cost of pharmaceuticals. Knockoff...,,,
Trump Bars Muslims The danger is we raise domestic fear/cause radicals 2 target us b/c they say US is anti-Muslim,,,
"I am offended one of the teams is called ""Patriots""...they are clearly discriminating against those who hate America. #NotMySuperBowl",,,
"State obligations to promote physical and psychological recovery of child victims of torture, degrading treatment or armed conflict.",,,
Producing a White Paper AFTER legislation: sheer trickery: MPs should absolutely not stand for it. Redouble MP lobbying efforts accordingly.,,,
"Only ONE U.S. Senator had the GUTS to OBSTRUCT and vote ""NO"" on every Trump appointment ~ NY Senator Kristen Gilli…",,,
They are back Raina n Dhoni . Are you cheering for them ? #INDvENG,,,
"If they aren't rating Arizona's games against WSU and UW TV-M, they should. No one wants their kids to witness a double murder on live TV.",,,
Look out for our new model of fire engine that's making an appearance for the first time on London's streets…,,,
"A sunken, 600-year-old Buddha has emerged from the water in China",,,
Trump's State Dept “going to be more about terrorism and less about climate change” via @nahaltoosi…,,,
FLASH : Another CPM attack in Kannur. RSS swayamsevak Arjun of Ambadimukku hacked. Rushed to hospital.…,,,
They're gloating over the attack on Spencer but there's literally hours of footage of antifa getting their asses kicked,,,
Mary Blair. Designs for Cinderella 1950. She makes this look effortless and striking at the same time. #Animation…,,,
Mexico must raise stakes & arrive at negotiating table with threat as credible as Trump threat to pull out of Nafta http…,,,
#miakhalifa ooo #sexvideo watch here> Jada Stevens & Alec in From Blabber To Blubber,,,
(Maumee Meijer/5 Guys) Ekans 16% (0/4/3) poison sting fast/gunk shot) till 02:37:41 (16m 21s),,,
PLA Ebb Tide Flag Warning has been updated & is set to GREEN - Average Fluvial Flows.More details:,,,
Striking that POTUS has more public interest in Mr. Phillips' findings than what U.S. intel community discovered ab…,,,
#HigherEducation Nzimande says the department is aware that some TVET colleges struggle with releasing certificates on time @ANN7tv,,,
Kings Of Leon announce new UK tour dates for 2017,,,
Two adults and a child found dead after overnight house fire,,,
"Congrats once again, Popsters! Also, James Arthur is in the countdown. Thank you for all your votes!…",,,
"When all else fails, trust India's Sharia-Bolsheviks to use petty gimmickry. @MnshaP steps in the gutter to attack…",,,
Ewen Bremner who's in #T2 #Trainspotting2 tells #HeartNews almost half the scenes shot for the film didn't make the…,,,
"Join me for an open house at #CA15's new District Office in Castro Valley on Saturday, Feb. 4!",,,
Updated card for Saturday’s NXT Takeover: San Antonio event,,,
1 Killed in Eagle Rock Pileup,,,
Ndrangheta made more money than Deutsche Bank & McDonald's put together with a turnover of €53 billion via @OCCRP,,,
McCain sharply critical of Trump decision to formally kill Trans-Pacific Partnership. Says China a big winner.,,,
The Aer Lingus immigrant scam is yet another shameful failure by An Garda Siochana and illustrates their inability to police our borders,,,
Super Falcons: Atlanta routs Packers 44-21 for NFC title,,,
Trump supporter with the Columbine shooter on her wall. Sounds about white.,,,
#OTD 1649 King Charles was found guilty at his trial + sentenced to death by this warrant.#EnglishCivilWar…,,,
"Navjot Sidhu say ""Badal's looted Punjab for 10 yrs"". Oh that's why his wife was in Badal cabinet all these years.",,,
Fans and players were in tears at this Brazilian soccer club's first game since a plane crash killed most of the te…,,,
Iranians are by far largest group affected by Trump's Muslim ban. Ironic since there's more Americans in ISIS than…,,,
SB County Fire and Sheriff's Dive/Swift Water team recovered 2 victims from vehicle. Don't cross flooded roadways.,,,
Help vote for Keyport's own Gigi Piccini for game ball of the week.,,,
"The next step in Putin's plan, as reflected in Dugin's 1997 book, is subversion of Europe's democratic elections._",,,
An attack to one is an attack to all. Davis Bacon repeal on the table for Federal Infrastructure Funds....,,,
Ransomware attack paralyses St Louis libraries as hackers demand bitcoins,,,
"David Moyes’ Sunderland squad have suffered 46 separate injuries this season.. totalling to over 1,000 days to inju…",,,
"Dear Mexico, America has gone from a manufacturing and producing juggernaut to 20trillion in debt, while helping everyone improve.",,,
Ledbury closes Patterson Avenue location; consolidates operations into downtown store,,,
How an accused escaped cops and was captured again,,,
In case you missed it Revolutionary Communist Party aka @spiked think Trump's election is fault of libtards for not…,,,
"Remember that time Raila was admonished for trying to save Mau Forest and lost a ton of votes as a result? Yeah, there's drought now.",,,
U.S. travel to the U.K. soared in the wake of Brexit vote,,,
A Dense Fog Advisory has been issued for West Central and Southwest Florida until 9 AM EST. #flwx,,,
Sydney researcher uncovers 48 fake cancer papers from China:,,,
"The police chief in San Juan de los Lagos, Jalisco, was assassinated this evening.",,,
"Iran reiterates support for Syria's independence. ""Yesterday's terrorists cannot become today's politicians.""",,,
"Probably a dozen police vehicles outside South Aiken entrance, police tape stretched around the flagpole",,,
"When EPA tried to protect natl parks from haze pollution, Scott Pruitt tried to block them: #pollutingPruitt",,,
This chart puts Barry's legacy in simple terms. He was a total disaster for Demtarts across America. Good riddance.…,,,
Congratulations to Polk Correctional Institution Officers Taylor & Childs for receiving the Medal of Heroism…,,,
"How Marches in Washington Have Shaped America, via @nytimes",,,
Trump wants a flat-out war with the nation’s media for one well-calculated reason: Because he believes it will...,,,
"He whipped up the beef, not me - Piers Morgan, who has posted 82 tweets and a 1300 word article, RE: a single tweet by Ewan McGregor.",,,
Protesting UAD Activists Accuse @MBuhari Imposing Economic Hardship On Nigerians WATCH FULL VIDEO:…,,,
"Who remembers this? From splitscreen, now to their own soap opera. Kapusos, prepare. #ALDUBTogetherness",,,
This will be the first presidential investigation prompted in part by a deranged InfoWars article.,,,
MALDEF and the National Hispanic Leadership Agenda stand with refugees and condemn the admin's order targeting them.,,,
"Artist Claims 'Hollyweed' Prank During Interview, Is Promptly Arrested",,,
"At Coldwater, 1 inmate dead, 2 hospitalized with ODs",,,
Schumer: 'This Cabinet selection has been a disaster' @CNNPolitics,,,
Urban accident imitates planetary doom.,,,
"OMG! They are someone's Dad, mum, sister, brother, aunt, uncle, nephew etc. But Nigeria killed them for nothing.",,,
Irony is that VOA's reason for existing was to provide truth to those who lived where the government controlled the…,,,
Don't Allow Less than 1000 Elected Officials RUIN America. ..#DUMPTHEM #VOTE REPUBLICANS OUT OF POLITICS…,,,
"That New “Black Site” Plan Isn’t New, It Came From Mitt Romney’s Campaign",,,
"Badlands National Park, fully sentient now, lumbers towards Washington, DC to exact its revenge.",,,
TRAITOR/COWARD @JohnKerry boated in Nam few months came back to States & in Congressional hearings DISSED US troops…,,,
"Scene-setter: As Bon Jovi's ""Livin' on a Prayer'"" plays at Gillette Stadium, videoboard shows Bon Jovi in private box singing along.",,,
"If, if the online reports are true Trump admin is about to set aside sanctions on Russia, the GOP is at a national security crisis point",,,
Federal police monitor: Miami 'committed' to Justice agreement - Miami Herald,,,
"Seton Hall on a 10-2 run going into the U12. It's a ballgame now, with the Pirates trailing Butler 39-34, 11:57 to go. #shbb #HALLin",,,
"Migrants are stuck in freezing conditions behind a train station in Belgrade, Serbia, where they eat 1 meal a day",,,
"Trump wants to empower local police to enforce immigration law, raising fears of racial profiling",,,
on God if I see someone light an American flag on fire you're getting knocked tf out,,,
The death of iconic actress Mary Tyler Moore has former co-stars and famous fans expressing their grief…,,,
JH is always cool&calm.Looks like cool but there're some witness that he is always reading fishing mag at break time,,,
Video shows heavy security outside NYC's Metropolitan Detention Center as motorcade transporting 'El Chapo' arrives…,,,
"Mayor @JRothschildAZ kicks off the welcome news conference for the Tucson Gem, Mineral & Fossil Showcase. Show star…",,,
#romania Corruption Runs Rampant in Bulgaria and Romania After 10 Years of EU Membership…,,,
Dagenham fire: Two women die after blaze rips through flat in east London,,,
"The Trump wall is meant for Central American migrants, who are a ""security threat"" to the U.S. like drug dealers &…",,,
"The view of Foxtrap, from .@TW_GovNL highway webcam. Drifting snow, high winds; RCMP say ""emergency travel"" only on…",,,
"The 1957 crisis in Little Rock, brought about by the desegregation of... #VicSnyder #aphorisms",,,
NEWS: Tributes are being paid to a #Tamworth man killed in a crash last week. FULL STORY:,,,
North Carolina Woman Victim Of Attempted #Carjacking After Stopping To Help ‘Small Child…,,,
She has familial connections to Hamas. She associates with known Hamas operatives at Islamic conventions,,,
We're pleased to confirm #missing teenager Keyanna Hull has been found safe and well. Thank you everyone who shared…,,,
Egyptian state TV airs leaked footage of Italian student Giulio Regeni,,,
May Allah have mercy on Shaykh Salman Al Oudah's wife and child who died in a car accident today. May Allah grant him sabr,,,
Next time someone repeats the lie about stand down orders and that Hillary killed four Americans in #Benghazi send…,,,
